Country,Year,fertility,life,population,child_mortality,gdp
Portugal,1968,3.093,66.91,8722574,75.1,9056
Portugal,1969,3.047,66.52,8682998,72,9269
Portugal,1970,2.994,67.17,8684237,68.2,10175
Portugal,1971,2.938,66.94,8732165,63.4,10920
Portugal,1972,2.882,69.26,8820645,58,11826
Portugal,1973,2.825,68.66,8939024,52.6,13148
Portugal,1974,2.769,69.21,9070905,47.8,13125
Portugal,1975,2.711,68.93,9203339,43.5,12142
Portugal,1976,2.646,69.16,9333952,39.5,12700
Portugal,1977,2.571,70.41,9463583,35.6,13361
Portugal,1978,2.485,70.87,9586166,32.3,13691
Portugal,1979,2.389,71.68,9695175,29.7,14430
Portugal,1980,2.286,71.75,9785924,27.6,15016
Portugal,1981,2.177,71.94,9855958,25.8,15153
Portugal,1982,2.068,72.77,9905701,24.2,15467
Portugal,1983,1.964,72.69,9937389,22.8,15426
Portugal,1984,1.868,72.98,9955005,21.6,15121
Portugal,1985,1.782,73.26,9962255,20.4,15533
Portugal,1986,1.71,73.66,9958747,19.3,16165
Portugal,1987,1.65,74.05,9945601,18.2,17189
Portugal,1988,1.601,74.07,9930001,17,18473
Portugal,1989,1.563,74.63,9921120,15.9,19424
Portugal,1990,1.535,74.25,9925477,14.7,20282
Portugal,1991,1.515,74.19,9946333,13.6,21216
Portugal,1992,1.502,74.86,9982069,12.5,21464
Portugal,1993,1.494,74.77,10028171,11.4,21000
Portugal,1994,1.488,75.76,10077548,10.5,21146
Portugal,1995,1.483,75.58,10124943,9.7,21975
Portugal,1996,1.479,75.53,10169044,9.1,22658
Portugal,1997,1.477,75.97,10211281,8.6,23555
Portugal,1998,1.474,76.18,10252334,8.2,24560
Portugal,1999,1.472,76.36,10293668,7.7,25371
Portugal,2000,1.468,76.84,10336209,7.2,26147
Portugal,2001,1.461,77.11,10379756,6.7,26468
Portugal,2002,1.452,77.29,10423256,6.1,26526
Portugal,2003,1.44,77.49,10465808,5.6,26180
Portugal,2004,1.425,78.32,10506253,5.1,26590
Portugal,2005,1.409,78.2,10543663,4.7,26744
Portugal,2006,1.391,78.94,10577630,4.4,27111
Portugal,2007,1.374,79.12,10608036,4.2,27732
Portugal,2008,1.358,78.771,10634612,4.1,27747
Portugal,2009,1.344,79.06,10657175,4,26895
Portugal,2010,1.333,79.291,10675572,3.9,27393
Portugal,2011,1.325,79.514,10689663,3.8,26932
Portugal,2012,1.319,79.732,10699333,3.8,25953
Portugal,2013,1.315,79.945,10704534,3.8,25677
Puerto Rico,1964,4.075,69.626,2541906,,10545
Puerto Rico,1965,3.888,69.907,2582056,,11308
Puerto Rico,1966,3.703,70.226,2614035,,11967
Puerto Rico,1967,3.53,70.565,2639363,,12616
Puerto Rico,1968,3.377,70.907,2661527,,13095
Puerto Rico,1969,3.248,71.247,2685678,,14000
Puerto Rico,1970,3.146,71.58,2715540,,15220
Puerto Rico,1971,3.068,71.904,2751922,,15924
Puerto Rico,1972,3.006,72.216,2793569,,16616
Puerto Rico,1973,2.955,72.514,2839615,,17507
Puerto Rico,1974,2.908,72.79,2888504,,17376
Puerto Rico,1975,2.864,73.039,2938911,,16656
Puerto Rico,1976,2.818,73.251,2990868,,17008
Puerto Rico,1977,2.769,73.427,3044298,,17799
Puerto Rico,1978,2.718,73.567,3097569,,18751
Puerto Rico,1979,2.664,73.678,3148633,,19579
Puerto Rico,1980,2.607,73.772,3196011,21.15,19623
Puerto Rico,1981,2.548,73.866,3239084,20.57,19654
Puerto Rico,1982,2.49,73.97,3278156,20,18822
Puerto Rico,1983,2.436,74.088,3313869,19.39,18699
Puerto Rico,1984,2.387,74.217,3347316,18.74,19864
Puerto Rico,1985,2.344,74.335,3379401,18.03,20081
Puerto Rico,1986,2.308,74.415,3409992,17.29,21522
Puerto Rico,1987,2.279,74.437,3439048,16.56,22375
Puerto Rico,1988,2.256,74.397,3467679,15.87,23622
Puerto Rico,1989,2.236,74.302,3497297,15.25,24572
Puerto Rico,1990,2.219,74.177,3528815,14.71,25275
Puerto Rico,1991,2.201,74.055,3562523,14.29,25311
Puerto Rico,1992,2.18,73.97,3597861,13.97,26169
Puerto Rico,1993,2.154,73.951,3633785,13.73,26949
Puerto Rico,1994,2.124,74.013,3668794,13.56,27764
Puerto Rico,1995,2.088,74.165,3701618,13.39,28629
Puerto Rico,1996,2.05,74.407,3732293,13.17,29129
Puerto Rico,1997,2.009,74.715,3760658,12.86,29770
Puerto Rico,1998,1.97,75.067,3785040,12.45,31597
Puerto Rico,1999,1.932,75.444,3803374,11.93,32088
Puerto Rico,2000,1.897,75.828,3814353,11.35,32484
Puerto Rico,2001,1.864,76.2,3817231,10.76,35607
Puerto Rico,2002,1.833,76.549,3812847,10.24,36192
Puerto Rico,2003,1.804,76.867,3803480,9.83,36600
Puerto Rico,2004,1.777,77.148,3792373,9.53,37237
Puerto Rico,2005,1.752,77.39,3781986,9.32,37503
Puerto Rico,2006,1.729,77.6,3773097,9.16,37327
Puerto Rico,2007,1.709,77.789,3765404,9,36298
Puerto Rico,2008,1.692,77.971,3758981,8.78,35855
Puerto Rico,2009,1.677,78.148,3753576,8.5,35199
Puerto Rico,2010,1.664,78.326,3749009,8.18,34454
Puerto Rico,2011,1.653,78.506,3745526,7.82,34121
Puerto Rico,2012,1.644,78.686,3743380,7.47,33580
Puerto Rico,2013,1.636,78.864,3742334,7.16,33818
Qatar,1964,6.985,64.139,67082,95.05,39711
Qatar,1965,6.987,64.885,73073,86.3,50024
Qatar,1966,6.987,65.621,79189,78.35,63016
Qatar,1967,6.983,66.341,85530,71.14,79381
Qatar,1968,6.973,67.039,92319,64.59,99995
Qatar,1969,6.952,67.708,99873,71,125963
Qatar,1970,6.918,68.343,108401,66.2,158673
Qatar,1971,6.866,68.937,118210,61.7,160147
Qatar,1972,6.794,69.488,129227,57.6,162805
Qatar,1973,6.703,69.999,140846,53.9,165564
Qatar,1974,6.595,70.469,152210,50.5,162379
Qatar,1975,6.474,70.903,162835,47.5,160783
Qatar,1976,6.344,71.305,172151,44.7,164858
Qatar,1977,6.211,71.683,180656,42.2,145688
Qatar,1978,6.079,72.043,190192,40,150718
Qatar,1979,5.947,72.388,203285,38,148451
Qatar,1980,5.811,72.72,221594,36.2,134862
Qatar,1981,5.665,73.04,245740,34.4,122762
Qatar,1982,5.504,73.345,274720,32.8,102308
Qatar,1983,5.326,73.633,306542,31.3,90054
Qatar,1984,5.132,73.904,338365,29.8,85422
Qatar,1985,4.929,74.16,368006,28.3,76910
Qatar,1986,4.722,74.399,395144,26.7,75482
Qatar,1987,4.521,74.623,420058,25.2,71067
Qatar,1988,4.333,74.833,441932,23.7,71568
Qatar,1989,4.163,75.03,459949,22.3,73074
Qatar,1990,4.016,75.216,473722,20.8,73402
Qatar,1991,3.894,75.392,482926,19.5,70806
Qatar,1992,3.796,75.558,488204,18.2,77977
Qatar,1993,3.715,75.716,491420,17.1,76440
Qatar,1994,3.648,75.867,495126,16.1,76944
Qatar,1995,3.59,76.013,501371,15.3,77809
Qatar,1996,3.534,76.154,512422,14.6,79461
Qatar,1997,3.477,76.29,528787,13.9,100111
Qatar,1998,3.411,76.422,548828,13.4,107276
Qatar,1999,3.334,76.552,569870,12.9,107741
Qatar,2000,3.241,76.68,590957,12.4,112238
Qatar,2001,3.127,76.806,608057,11.9,112539
Qatar,2002,2.996,76.931,624173,11.5,117133
Qatar,2003,2.853,77.056,653500,11.1,115622
Qatar,2004,2.703,77.182,715146,10.7,126335
Qatar,2005,2.555,77.308,820986,10.4,119134
Qatar,2006,2.418,77.435,978336,10.1,127563
Qatar,2007,2.299,77.564,1178192,9.8,126364
Qatar,2008,2.203,77.694,1396060,9.5,126076
Qatar,2009,2.133,77.826,1597765,9.2,122655
Qatar,2010,2.085,77.959,1758793,9,127984
Qatar,2011,2.055,78.094,1870041,8.7,133734
Qatar,2012,2.036,78.231,1938754,8.4,130990
Qatar,2013,2.019,78.369,1976840,8.2,131579
Reunion,1964,6.404,58.901,377511,,
Reunion,1965,6.251,59.636,390531,,
Reunion,1966,6.038,60.356,405103,,
Reunion,1967,5.77,61.058,420870,,
Reunion,1968,5.46,61.743,436627,,
Reunion,1969,5.119,62.41,450746,,
Reunion,1970,4.765,63.059,462096,,
Reunion,1971,4.418,63.689,470253,,
Reunion,1972,4.096,64.299,475664,,
Reunion,1973,3.812,64.887,479160,,
Reunion,1974,3.575,65.455,481993,,
Reunion,1975,3.388,66.004,485134,,
Reunion,1976,3.245,66.534,488763,,
Reunion,1977,3.133,67.047,492757,,
Reunion,1978,3.04,67.546,497428,,
Reunion,1979,2.96,68.033,503071,,
Reunion,1980,2.893,68.508,509883,37.24,
Reunion,1981,2.838,68.972,518099,34.95,
Reunion,1982,2.798,69.426,527682,32.8,
Reunion,1983,2.772,69.87,538195,30.79,
Reunion,1984,2.754,70.304,549000,28.9,
Reunion,1985,2.74,70.728,559640,27.12,
Reunion,1986,2.722,71.142,569940,25.45,
Reunion,1987,2.696,71.544,580048,23.89,
Reunion,1988,2.66,71.937,590203,22.42,
Reunion,1989,2.613,72.319,600780,21.04,
Reunion,1990,2.559,72.691,612034,19.75,
Reunion,1991,2.5,73.056,624006,18.53,
Reunion,1992,2.444,73.414,636547,17.4,
Reunion,1993,2.396,73.765,649488,16.33,
Reunion,1994,2.359,74.111,662590,15.33,
Reunion,1995,2.335,74.452,675664,14.38,
Reunion,1996,2.326,74.788,688660,13.5,
Reunion,1997,2.33,75.119,701577,12.67,
Reunion,1998,2.342,75.444,714327,11.9,
Reunion,1999,2.361,75.764,726817,11.17,
Reunion,2000,2.384,76.077,738984,10.48,
Reunion,2001,2.406,76.382,750771,9.84,
Reunion,2002,2.425,76.68,762178,9.23,
Reunion,2003,2.439,76.971,773264,8.67,
Reunion,2004,2.444,77.255,784124,8.14,
Reunion,2005,2.441,77.533,794833,7.64,
Reunion,2006,2.429,77.807,805399,7.17,
Reunion,2007,2.409,78.078,815803,6.72,
Reunion,2008,2.385,78.348,826048,6.31,
Reunion,2009,2.357,78.615,836137,5.92,
Reunion,2010,2.327,78.879,846068,5.56,
Reunion,2011,2.295,79.141,855849,5.23,
Reunion,2012,2.263,79.397,865479,4.95,
Reunion,2013,2.232,79.646,874944,4.69,
Romania,1964,1.946902655,67.73,18870340,77.2,7512
Romania,1965,1.886725664,67.777,19031999,77.1,7959
Romania,1966,1.886725664,67.737,19237491,76.4,8836
Romania,1967,3.646017699,67.704,19480203,75,9190
Romania,1968,3.610619469,67.747,19744551,72.7,9193
Romania,1969,3.185840708,67.89,20007565,69.4,9492
Romania,1970,2.867256637,68.131,20252540,65.6,9602
Romania,1971,2.654867257,68.439,20473447,61.7,10824
Romania,1972,2.530973451,68.755,20674980,58.2,11396
Romania,1973,2.424778761,69.033,20863942,55.2,11648
Romania,1974,2.707964602,69.257,21051489,52.6,12166
Romania,1975,2.619469027,69.419,21245107,50.4,12563
Romania,1976,2.566371681,69.527,21447200,48.5,13062
Romania,1977,2.584070797,69.599,21652976,46.7,13207
Romania,1978,2.513274336,69.652,21854285,45.1,13507
Romania,1979,2.495575221,69.691,22039699,43.5,13769
Romania,1980,2.442477876,69.718,22201389,42,13705
Romania,1981,2.353982301,69.729,22333737,40.6,13523
Romania,1982,2.159292035,69.724,22439782,39.4,13452
Romania,1983,1.996460177,69.701,22530615,38.7,13281
Romania,1984,2.17699115,69.667,22622239,38.6,13759
Romania,1985,2.265486726,69.626,22724837,38.9,13673
Romania,1986,2.371681416,69.587,22845000,39.4,13836
Romania,1987,2.407079646,69.555,22975571,39.8,13471
Romania,1988,2.300884956,69.534,23096515,39.8,13367
Romania,1989,2.17699115,69.527,23179894,39,12872
Romania,1990,1.812389381,69.527,23206719,37.7,11449
Romania,1991,1.557522124,69.526,23169554,36.4,10059
Romania,1992,1.486725664,69.52,23077600,35.1,9253
Romania,1993,1.433628319,69.509,22948987,34.1,9406
Romania,1994,1.415929204,69.502,22810195,33.2,9794
Romania,1995,1.354,69.518,22680954,32.3,10516
Romania,1996,1.318,69.58,22567385,31.4,10969
Romania,1997,1.298,69.702,22465454,30.4,10329
Romania,1998,1.285,69.893,22372555,29.2,9855
Romania,1999,1.278,70.151,22282690,28.1,9752
Romania,2000,1.274,70.47,22191683,26.9,9970
Romania,2001,1.272,70.837,22100007,25.9,10684
Romania,2002,1.274,71.23,22010781,24.9,11429
Romania,2003,1.279,71.623,21925307,23.7,12105
Romania,2004,1.288,72.002,21845264,22.4,13286
Romania,2005,1.299,72.35,21771749,20.9,13941
Romania,2006,1.311,72.654,21705175,19.2,15246
Romania,2007,1.325,72.916,21644886,17.6,16442
Romania,2008,1.34,73.139,21589544,16.1,18032
Romania,2009,1.356,73.324,21537219,14.9,16947
Romania,2010,1.372,73.476,21486371,13.9,16888
Romania,2011,1.387,73.604,21436495,13.2,17363
Romania,2012,1.402,73.718,21387517,12.5,17502
Romania,2013,1.417,73.831,21338815,12,18182
Russia,1964,2.16,69.85,125644787,41.18,11836
Russia,1965,2.087,69.44,126749106,38.77,12363
Russia,1966,2.098,69.51,127674585,37.33,12823
Russia,1967,2.006,69.3,128441372,36.85,13256
Russia,1968,1.97,69.26,129102954,37.12,13902
Russia,1969,1.984,68.74,129734240,36.04,13972
Russia,1970,1.995,68.86,130391798,44.2,14915
Russia,1971,2.024,69.12,131095450,42.4,15170
Russia,1972,2.027,69.02,131838010,40.7,15113
Russia,1973,1.962,69,132616141,39.2,16236
Russia,1974,1.995,68.99,133417243,37.7,16594
Russia,1975,1.971,68.35,134232512,36.6,16530
Russia,1976,1.953,68.1,135063873,35.6,17192
Russia,1977,1.918,67.97,135919205,34.8,17487
Russia,1978,1.899,68.01,136801278,34.2,17818
Russia,1979,1.865,67.73,137713118,33.6,17632
Russia,1980,1.863,67.7,138655363,33,17557
Russia,1981,1.882,67.92,139619492,32.5,17619
Russia,1982,1.956,68.38,140598335,31.9,17951
Russia,1983,2.088,68.15,141593874,31.3,18417
Russia,1984,2.051,67.67,142609801,30.7,18527
Russia,1985,2.051,68.33,143642108,30,18576
Russia,1986,2.177,69.95,144695549,29.1,19221
Russia,1987,2.229,69.96,145748948,28.1,19355
Russia,1988,2.142,69.81,146740928,27.2,19660
Russia,1989,2.018,69.73,147591465,26.4,19906
Russia,1990,1.894,69.36,148243501,26,19349
Russia,1991,1.733,69.11,148673813,25.9,18332
Russia,1992,1.549,67.98,148897737,26.1,15661
Russia,1993,1.37,65.24,148945559,26.3,14320
Russia,1994,1.395,63.93,148866314,26.4,12535
Russia,1995,1.338,64.62,148698582,26.4,12013
Russia,1996,1.271,65.89,148456965,26,11597
Russia,1997,1.219,66.79,148139274,25.6,11779
Russia,1998,1.233,67.14,147749214,25,11173
Russia,1999,1.158,65.99,147286725,24.2,11925
Russia,2000,1.196,65.38,146757517,23.2,13173
Russia,2001,1.224,65.3,146161742,22,13902
Russia,2002,1.287,65.01,145519641,20.7,14629
Russia,2003,1.333,64.92,144880469,19.3,15768
Russia,2004,1.341,65.29,144306982,18,16967
Russia,2005,1.288,65.33,143843159,16.7,18118
Russia,2006,1.296,66.65,143510059,15.5,19660
Russia,2007,1.406,67.57,143294533,14.4,21374
Russia,2008,1.494,67.89,143163100,13.5,22506
Russia,2009,1.537,67.416,143064078,12.7,20739
Russia,2010,1.569,67.622,142958164,12,21664
Russia,2011,1.58,67.764,142835555,11.4,22570
Russia,2012,1.59,67.874,142703181,10.8,23299
Russia,2013,1.595,67.979,142557892,10.4,23561
Rwanda,1964,8.198,43.395,3125315,205.1,506
Rwanda,1965,8.198,43.627,3220770,205.6,528
Rwanda,1966,8.198,43.833,3319229,207,549
Rwanda,1967,8.201,44.011,3420890,209,572
Rwanda,1968,8.207,44.165,3526088,211.6,596
Rwanda,1969,8.217,44.295,3635227,214.7,642
Rwanda,1970,8.231,44.402,3748672,218.2,691
Rwanda,1971,8.252,44.487,3866501,222.1,679
Rwanda,1972,8.278,44.554,3988895,226.5,662
Rwanda,1973,8.307,44.612,4116446,231.9,663
Rwanda,1974,8.339,44.671,4249861,238.4,675
Rwanda,1975,8.37,44.754,4389619,244.4,777
Rwanda,1976,8.399,44.887,4536057,248.5,740
Rwanda,1977,8.423,45.077,4688997,248.9,752
Rwanda,1978,8.441,45.313,4847747,243.7,798
Rwanda,1979,8.449,45.576,5011299,232.5,846
Rwanda,1980,8.448,45.883,5178927,217.4,920
Rwanda,1981,8.439,46.262,5343129,201.1,948
Rwanda,1982,8.423,46.666,5502531,185.9,990
Rwanda,1983,8.397,47.002,5669024,173.7,1014
Rwanda,1984,8.355,47.149,5859270,165.2,945
Rwanda,1985,8.284,47.379,6080907,159.2,962
Rwanda,1986,8.169,47.609,6356230,154.1,989
Rwanda,1987,8.004,47.839,6672124,150.1,953
Rwanda,1988,7.792,48.069,6959599,147.6,892
Rwanda,1989,7.541,48.299,7124870,147,884
Rwanda,1990,7.271,48.529,7109538,148.9,856
Rwanda,1991,7.005,48.1,6871192,154,863
Rwanda,1992,6.766,47.2,6452688,161.9,973
Rwanda,1993,6.568,46,5984449,180.7,965
Rwanda,1994,6.416,6,5648306,293.8,509
Rwanda,1995,6.307,40,5570206,261.5,695
Rwanda,1996,6.229,41.5285,5803830,196,749
Rwanda,1997,6.16,43.057,6297733,215.9,781
Rwanda,1998,6.085,44.5855,6944116,227.5,768
Rwanda,1999,5.998,46.114,7582861,194.9,754
Rwanda,2000,5.897,47.6425,8098344,179,764
Rwanda,2001,5.786,49.171,8456968,166.3,796
Rwanda,2002,5.674,50.478,8696378,151.8,880
Rwanda,2003,5.566,51.903,8857859,137.1,879
Rwanda,2004,5.463,53.499,9009655,122.7,928
Rwanda,2005,5.365,55.239,9201727,109.6,973
Rwanda,2006,5.267,57.026,9441406,97.9,1038
Rwanda,2007,5.167,58.702,9710531,87.5,1087
Rwanda,2008,5.062,60.15,10004092,78.3,1173
Rwanda,2009,4.954,61.342,10311275,70.7,1210
Rwanda,2010,4.841,62.276,10624005,64.2,1262
Rwanda,2011,4.728,62.99,10942950,57.8,1324
Rwanda,2012,4.616,63.563,11271786,52.3,1400
Rwanda,2013,4.508,64.066,11608439,48.2,1426
Saint Lucia,1964,6.758,60.104,95264,,
Saint Lucia,1965,6.688,60.602,96738,,
Saint Lucia,1966,6.607,61.052,98263,,
Saint Lucia,1967,6.508,61.494,99834,,
Saint Lucia,1968,6.387,61.962,101385,,
Saint Lucia,1969,6.249,62.468,102825,,
Saint Lucia,1970,6.101,63.017,104101,,
Saint Lucia,1971,5.953,63.604,105169,,
Saint Lucia,1972,5.813,64.21,106064,,
Saint Lucia,1973,5.686,64.818,106905,,
Saint Lucia,1974,5.571,65.422,107857,,
Saint Lucia,1975,5.462,66.02,109038,,
Saint Lucia,1976,5.347,66.615,110501,,
Saint Lucia,1977,5.216,67.207,112203,,
Saint Lucia,1978,5.064,67.791,114053,,
Saint Lucia,1979,4.891,68.354,115915,,
Saint Lucia,1980,4.703,68.88,117691,,
Saint Lucia,1981,4.512,69.348,119337,,
Saint Lucia,1982,4.328,69.747,120897,,
Saint Lucia,1983,4.161,70.074,122463,,
Saint Lucia,1984,4.014,70.329,124172,,
Saint Lucia,1985,3.888,70.521,126116,,
Saint Lucia,1986,3.78,70.668,128336,,
Saint Lucia,1987,3.683,70.789,130776,,
Saint Lucia,1988,3.589,70.9,133315,,
Saint Lucia,1989,3.495,71.008,135777,,
Saint Lucia,1990,3.398,71.108,138042,,
Saint Lucia,1991,3.298,71.187,140056,,
Saint Lucia,1992,3.195,71.235,141863,,
Saint Lucia,1993,3.09,71.248,143551,,
Saint Lucia,1994,2.983,71.235,145255,,
Saint Lucia,1995,2.873,71.209,147067,,
Saint Lucia,1996,2.76,71.186,149022,,
Saint Lucia,1997,2.644,71.184,151079,,
Saint Lucia,1998,2.528,71.221,153172,,
Saint Lucia,1999,2.416,71.307,155204,,
Saint Lucia,2000,2.313,71.456,157108,,
Saint Lucia,2001,2.224,71.677,158859,,
Saint Lucia,2002,2.152,71.961,160491,,
Saint Lucia,2003,2.098,72.294,162055,,
Saint Lucia,2004,2.062,72.66,163631,,
Saint Lucia,2005,2.04,73.038,165275,,
Saint Lucia,2006,2.029,73.401,167002,,
Saint Lucia,2007,2.022,73.731,168793,,
Saint Lucia,2008,2.013,74.015,170624,,
Saint Lucia,2009,2,74.246,172458,,
Saint Lucia,2010,1.982,74.425,174267,,
Saint Lucia,2011,1.96,74.565,176044,,
Saint Lucia,2012,1.936,74.686,177794,,
Saint Lucia,2013,1.912,74.804,179515,,
Saint Vincent and the Grenadines,1964,6.876,61.962,85076,,
Saint Vincent and the Grenadines,1965,6.76,62.679,85973,,
Saint Vincent and the Grenadines,1966,6.632,63.287,86863,,
Saint Vincent and the Grenadines,1967,6.494,63.816,87741,,
Saint Vincent and the Grenadines,1968,6.345,64.29,88623,,
Saint Vincent and the Grenadines,1969,6.185,64.719,89527,,
Saint Vincent and the Grenadines,1970,6.014,65.101,90465,,
Saint Vincent and the Grenadines,1971,5.828,65.432,91445,,
Saint Vincent and the Grenadines,1972,5.629,65.708,92463,,
Saint Vincent and the Grenadines,1973,5.417,65.933,93507,,
Saint Vincent and the Grenadines,1974,5.197,66.123,94556,,
Saint Vincent and the Grenadines,1975,4.973,66.297,95591,,
Saint Vincent and the Grenadines,1976,4.752,66.481,96609,,
Saint Vincent and the Grenadines,1977,4.54,66.69,97611,,
Saint Vincent and the Grenadines,1978,4.339,66.935,98590,,
Saint Vincent and the Grenadines,1979,4.154,67.219,99539,,
Saint Vincent and the Grenadines,1980,3.985,67.537,100450,,
Saint Vincent and the Grenadines,1981,3.832,67.875,101316,,
Saint Vincent and the Grenadines,1982,3.692,68.211,102135,,
Saint Vincent and the Grenadines,1983,3.561,68.529,102915,,
Saint Vincent and the Grenadines,1984,3.439,68.82,103669,,
Saint Vincent and the Grenadines,1985,3.328,69.084,104402,,
Saint Vincent and the Grenadines,1986,3.23,69.324,105123,,
Saint Vincent and the Grenadines,1987,3.144,69.547,105819,,
Saint Vincent and the Grenadines,1988,3.072,69.76,106465,,
Saint Vincent and the Grenadines,1989,3.01,69.961,107016,,
Saint Vincent and the Grenadines,1990,2.956,70.144,107449,,
Saint Vincent and the Grenadines,1991,2.907,70.302,107755,,
Saint Vincent and the Grenadines,1992,2.86,70.429,107950,,
Saint Vincent and the Grenadines,1993,2.811,70.525,108051,,
Saint Vincent and the Grenadines,1994,2.76,70.59,108089,,
Saint Vincent and the Grenadines,1995,2.703,70.626,108087,,
Saint Vincent and the Grenadines,1996,2.641,70.634,108049,,
Saint Vincent and the Grenadines,1997,2.576,70.623,107979,,
Saint Vincent and the Grenadines,1998,2.509,70.606,107907,,
Saint Vincent and the Grenadines,1999,2.442,70.592,107869,,
Saint Vincent and the Grenadines,2000,2.379,70.6,107891,,
Saint Vincent and the Grenadines,2001,2.321,70.645,107987,,
Saint Vincent and the Grenadines,2002,2.271,70.735,108150,,
Saint Vincent and the Grenadines,2003,2.229,70.869,108354,,
Saint Vincent and the Grenadines,2004,2.196,71.044,108566,,
Saint Vincent and the Grenadines,2005,2.17,71.249,108755,,
Saint Vincent and the Grenadines,2006,2.149,71.467,108918,,
Saint Vincent and the Grenadines,2007,2.131,71.68,109060,,
Saint Vincent and the Grenadines,2008,2.112,71.872,109178,,
Saint Vincent and the Grenadines,2009,2.092,72.038,109269,,
Saint Vincent and the Grenadines,2010,2.07,72.174,109333,,
Saint Vincent and the Grenadines,2011,2.046,72.288,109365,,
Saint Vincent and the Grenadines,2012,2.021,72.389,109367,,
Saint Vincent and the Grenadines,2013,1.997,72.488,109354,,
Samoa,1964,7.567,51.755,123530,153.33,3498
Samoa,1965,7.519,52.26,126931,150.62,3539
Samoa,1966,7.462,52.766,130320,147.93,3580
Samoa,1967,7.4,53.27,133661,145.29,3621
Samoa,1968,7.334,53.774,136856,142.67,3663
Samoa,1969,7.265,54.276,139783,140.09,3706
Samoa,1970,7.194,54.777,142354,137.54,3748
Samoa,1971,7.119,55.277,144528,130.02,3792
Samoa,1972,7.039,55.777,146330,122.9,3836
Samoa,1973,6.952,56.278,147835,116.16,3880
Samoa,1974,6.859,56.779,149155,109.78,3433
Samoa,1975,6.761,57.281,150373,103.74,3273
Samoa,1976,6.656,57.784,151524,98.03,3548
Samoa,1977,6.547,58.288,152593,92.62,3493
Samoa,1978,6.434,58.792,153557,87.5,3686
Samoa,1979,6.32,59.295,154371,82.66,4149
Samoa,1980,6.203,59.797,155016,69.78,3879
Samoa,1981,6.086,60.296,155488,68.48,3517
Samoa,1982,5.968,60.791,155831,67.15,3471
Samoa,1983,5.85,61.283,156122,65.78,3477
Samoa,1984,5.734,61.773,156459,39,3512
Samoa,1985,5.62,62.265,156919,37.3,3636
Samoa,1986,5.51,62.764,157531,35.8,3818
Samoa,1987,5.404,63.273,158290,34.5,3815
Samoa,1988,5.303,63.792,159187,33.2,3736
Samoa,1989,5.208,64.319,160198,32.1,3847
Samoa,1990,5.118,64.851,161308,31,3649
Samoa,1991,5.034,65.384,162504,30,3539
Samoa,1992,4.956,65.91,163790,29,3500
Samoa,1993,4.882,66.424,165172,27.9,3608
Samoa,1994,4.815,66.919,166662,26.9,3483
Samoa,1995,4.751,67.391,168257,25.9,3686
Samoa,1996,4.692,67.834,169969,24.9,3925
Samoa,1997,4.637,68.25,171766,24.1,3929
Samoa,1998,4.587,68.639,173543,23.2,3997
Samoa,1999,4.541,69.003,175169,22.4,4066
Samoa,2000,4.503,69.344,176549,21.7,4326
Samoa,2001,4.476,69.665,177645,21,4601
Samoa,2002,4.46,69.97,178488,20.4,4773
Samoa,2003,4.454,70.265,179141,20,4958
Samoa,2004,4.456,70.553,179699,19.6,5155
Samoa,2005,4.46,70.84,180237,19.3,5335
Samoa,2006,4.46,71.127,180766,19.1,5406
Samoa,2007,4.45,71.415,181277,18.9,5711
Samoa,2008,4.426,71.702,181809,18.8,5731
Samoa,2009,4.389,71.992,182401,24.1,5418
Samoa,2010,4.338,72.283,183081,18.7,5405
Samoa,2011,4.277,72.575,183874,18.6,5675
Samoa,2012,4.212,72.867,184772,18.5,5654
Samoa,2013,4.147,73.156,185727,18.2,5502
Sao Tome and Principe,1964,6.327,52.597,64265,104.97,1675
Sao Tome and Principe,1965,6.349,53.119,64803,97.1,1759
Sao Tome and Principe,1966,6.371,53.638,65962,93.9,1865
Sao Tome and Principe,1967,6.394,54.166,67637,91.1,1949
Sao Tome and Principe,1968,6.419,54.71,69646,88.9,2031
Sao Tome and Principe,1969,6.444,55.272,71709,87.5,2115
Sao Tome and Principe,1970,6.468,55.859,73630,86.9,2196
Sao Tome and Principe,1971,6.49,56.476,75334,87,2267
Sao Tome and Principe,1972,6.51,57.114,76896,87.6,2276
Sao Tome and Principe,1973,6.525,57.758,78435,88.5,2272
Sao Tome and Principe,1974,6.534,58.389,80137,89.4,2354
Sao Tome and Principe,1975,6.535,58.977,82124,90.1,2426
Sao Tome and Principe,1976,6.528,59.487,84449,90.6,2403
Sao Tome and Principe,1977,6.513,59.902,87038,91,2883
Sao Tome and Principe,1978,6.489,60.213,89740,91.2,2883
Sao Tome and Principe,1979,6.455,60.425,92340,91.9,3266
Sao Tome and Principe,1980,6.409,60.555,94688,92.8,3157
Sao Tome and Principe,1981,6.348,60.629,96721,94.1,2777
Sao Tome and Principe,1982,6.271,60.684,98502,95.7,2817
Sao Tome and Principe,1983,6.181,60.751,100162,97.9,2668
Sao Tome and Principe,1984,6.078,60.843,101899,100.1,2469
Sao Tome and Principe,1985,5.967,60.97,103852,102.6,2653
Sao Tome and Principe,1986,5.849,61.127,106067,104.8,2451
Sao Tome and Principe,1987,5.73,61.299,108493,106.9,2330
Sao Tome and Principe,1988,5.613,61.471,111050,108.4,2327
